created_at,text,cleaned_text
Thu Aug 21 06:41:34 +0000 2025,Laptop rusak pas lagi kerjaan urgent? Jangan panik. Tinggal beli baru pake cicilan Saku Kredit Bank Saqu. Cicilan bisa sampe 24 bulan bunga cuma 1 99%. Produktif jalan terus kantong tetep aman. https://t.co/1NgIIpqRG1,laptop rusak kerja urgent panik tinggal beli pakai cicil saku kredit bank saqu cicil sampe bunga produktif jalan kantong tetep aman url
Thu Aug 21 06:38:17 +0000 2025,@e100ss Hal seperti benar2 merugikan negara karena kelebihan beban muatan bisa membuat aspal jalan mudah rusak dan lagi ini kan sudah di larang membahayakan banyak pihak,user hal rugi negara lebih beban muat aspal jalan mudah rusak larang bahaya
Thu Aug 21 06:27:12 +0000 2025,Ngurusin acara kantor tiba-tiba speaker kantor rusak pas test sound. Panik dong! Tapi tenang langsung beli baru pake saku kredit Bank Saqu. Cicilan ringan acara tetep jalan bos senyum gue lega.,ngurusin acara kantor speaker kantor rusak test sound panik tenang langsung beli pakai saku kredit bank saqu cicil ringan acara tetep jalan bos senyum lega
Thu Aug 21 06:19:21 +0000 2025,@FelixSGL1 @BudiBukanIntel ODOL itu suka gak suka bisnis menguntungkan semua pihak. Pemerintah cuma bisa ngumumin odol bikin rugi rusak jalan ampe T tapi gak niat benerin soalnya stakeholder yg ikutan bisnis logistik banyak (udah level politis malah). Yakin mau dimonopoli semua ama KAI? KAI kan cuma,user user odol suka suka bisnis untung perintah ngumumin odol rugi rusak jalan niat benerin stakeholder ikut bisnis logistik level politis monopoli ama kai kai
Thu Aug 21 06:12:01 +0000 2025,@txtdrbekasi Bukannya perbaikin jalan yg rusak malah bersihin got banjir kagak itu jalan cair cair cair ,user perbaikin jalan rusak bersihin got banjir kagak jalan cair cair cair
Thu Aug 21 04:20:10 +0000 2025,YA YESUS MUAKKKK BGTT YA ALLAH JOGJA JELEK BGT TRANSUMNYA balikin kopkar sama aspada aja dah kalau ga jalan gini( BUS LU BANYAK YG RUSAK BUSET UDH MAH HEADWAY NYA BALIK LAMA) ya allah gini amat https://t.co/7thFhzroQj,yesus muak bgtt allah jogja jelek transumnya balikin kopkar aspada dah jalan gin bus rusak buset udh headway allah gin url
Thu Aug 21 02:48:51 +0000 2025,@iwkirin @ARSIPAJA Nih gue komen sbg org biasa dia baru kerja beberapa bulan tp impactnya benerin jalan yang rusak pemutihan tunggakan pajak usaha penanganan banjir penghentian study tour dll. menurut gue dia kerjanya nyata loh walau bru bbrapa bln ngejabat dan bukan remeh temeh kya yg lo blg,user user nih komen sbg orang kerja impactnya benerin jalan rusak mutih tunggak pajak usaha tangan banjir henti study tour kerja nyata loh bru bbrapa bln ngejabat remeh temeh kya bilang
Thu Aug 21 02:21:01 +0000 2025,@tanyakanrl Kadang untuk jadi waras kamu harus luapin itu dan jadi gila nder. Bakar aja terus hati kamu dengan emosi apapun jangan dipadamin ya itu bentuk ujian dari jalan perjuangan yang setiap manusia harus tempuh walaupun jalannya rusak atau bahkan gak ada. Semangat~ ,user waras luapin gila nder bakar hati emosi apa dipadamin bentuk uji jalan juang manusia tempuh jalan rusak semangat
Thu Aug 21 02:07:43 +0000 2025,pas udah kejadian semua nyalahin Presiden semua marahnya ke Jakarta FUNGSI PEMERINTAHAN DAERAH TUH APA SIH BANGSAT ??? Pemerintah Daerah itu ujung tombak aparatur yg PALING DEKAT dengan Rakyat jalan rusak sekolah puskesmas dukcapil semua itu DIPEGANG PEMDA,jadi nyalahin presiden marah jakarta fungsi perintah daerah tuh bangsat perintah daerah ujung tombak aparatur rakyat jalan rusak sekolah puskesmas dukcapil pegang pemda
Thu Aug 21 02:01:57 +0000 2025,@rakhmadiadhitya @ra_did45 @goraici sama lagi pulang dr jepang balik ke bandung jalan di trotoar aja mau nangis. rusak semua hampir kesandung &amp; keserempet berkali2 saking ga layaknya. padahal di jepang jalan kaki bisa &gt;10ribu langkah per hari.,user user user pulang jepang bandung jalan trotoar nang rusak kesandung serempet saking jepang jalan kaki ribu langkah
Thu Aug 21 02:00:34 +0000 2025,@txtdrjkt Transjakarta gak arogan justru kendaraan pribadi yg suka arogan masuk jalur TJ. Yg supirnya arogan dan perlu edukasi itu mikrotrans bawanya sering ugal-ugalan polisi tidur dan jalan rusak kadang main hajar aja gapake rem.. Kasihan kalo ada ibu hamil atau lansia..,user transjakarta arogan kendara pribadi suka arogan masuk jalur supirnya arogan edukasi mikrotrans bawa ugal ugalan polisi tidur jalan rusak main hajar gapake rem kasihan kalo hamil lansia
Wed Aug 20 23:08:07 +0000 2025,@DS_yantie Di malingping saja banyak jalan rusak.,user malingping jalan rusak
Wed Aug 20 22:33:08 +0000 2025,Emang semua punya jalan masing² tpi jalankan rusak makanya pelan.,jalan tpi jalan rusak pelan
Wed Aug 20 20:44:24 +0000 2025,@DS_yantie pak bpk g pernah aj ke kalbar desa yg dr kota 30menit kuala mandor B itu dari 2008 bapakku beli tanah d sna smpe skg jalan rusak kek anjing bli mobil g smpe sthun kakinya. kades narik 50rb/bulan utk pemasangan lampu jalan dr tiep rmah udh 2 thn gk sls . masyarakat diam,user bpk kalbar desa kota menit kuala mandor bapak beli tanah sna smpe skg jalan rusak kek anjing bli mobil smpe sthun kaki kades narik utk pasang lampu jalan tiep rmah udh sls masyarakat diam
Wed Aug 20 10:17:33 +0000 2025,@Zeeroohero Santuy tapi Ngerti kalau Rekening Dormant disebut jalan tol uang haram ya jelas rakyat cuma dapat jalan rusak &amp; hutan gundul. ,user santuy ngerti rekening dormant jalan tol uang haram rakyat jalan rusak hutan gundul
Wed Aug 20 09:58:06 +0000 2025,Selalu bangga sama apa yg haechan capai sekarang udh banyak bgtttt jln yg rusak kemarin² ya abang sekarang kita jalan di jalan yg bagusss tahun ini dan tahun² setelah nya semoga semakin banyak solo schedule kamu yaaa dan makin banyak yg sayang dan bangga sama kamu,bangga haechan capai udh jalan rusak kemarin abang jalan jalan bagus moga solo jadwal sayang bangga
Wed Aug 20 09:54:52 +0000 2025,@txtdaritng Jangan pengendara mulu di himbau pemerintah kerjaannya ngapain aja? Benerin jalan ga becus baru di rapihin cepet rusak lagi Duitnya di korupsi mulu sialan,user kendara mulu himbau perintah kerja ngapain benerin jalan becus rapihin cepet rusak duit korupsi mulu sial
Wed Aug 20 09:41:09 +0000 2025,@DisayangSungjin Jd kalau ada yg bilang kurang berusaha ubah mindset dll ga segampang itu jujur. Ibaratnya mobil tapi setirnnya rusak mau belok kanan kiri susah. Gas nya mati. Remnya blong. Tp mobilnya hrs tetap jalan. Kebayang kan?,user bilang usaha ubah mindset gampang jujur mobil setirnnya rusak belok kanan kiri susah gas mati rem blong mobil hrs jalan bayang
Wed Aug 20 09:21:40 +0000 2025,@txtdaritng Warga lagi aja yang jadi korban. Padahal deket banget sama kawasan pemkot tapi tetep aja pada tutup mata. Jalanan rusak dibiarin jalan habis dibenerin malah digali padahal jalan utama kota. Ngga malu apa ya jalan dikasih nama Jend. Soedirman tapi infrastrukturnya jelek.,user warga korban deket kawasan pemkot tetep tutup mata jalan rusak dibiarin jalan habis dibenerin gali jalan utama kota ngga malu jalan kasih nama jend soedirman infrastruktur jelek
Wed Aug 20 09:12:12 +0000 2025,@ARSIPAJA Tanpa melihat kebijakan lain dan maksud dibalik kontennya Tapi belum setahun jalan diberbagai kabupaten dibenerin itu satisfying sih Bahkan menyaksikan jalan dikota sendiri yg bertahun2 rusak karna dilewati truk besar dan aqua baru sekarang dibeton itu mantap sih baru skrg,user bijak maksud balik konten tahun jalan bagai kabupaten dibenerin satisfying saksi jalan kota tahun rusak karna lewat truk besar aqua beton mantap
Wed Aug 20 08:51:53 +0000 2025,Jalan Rusak Parah di Depati Tujuh Warga Desak DPRD Kerinci Segera Bertindak https://t.co/4ExQKx4ugk,jalan rusak parah depati tujuh warga desak dprd kerinci tindak url
Wed Aug 20 08:44:44 +0000 2025,@iwkirin @ARSIPAJA sok tau banyak kok jalan-jalan rusak yg dia benerin apa itu hal remeh? benerin jalan itu salah satu penggerak ekonomi,user user sok tau jalan jalan rusak benerin hal remeh benerin jalan salah gerak ekonomi
Wed Aug 20 07:56:21 +0000 2025,Warga 2 Kelurahan di Ternate Keluhkan Jalan Rusak yang Tak Kunjung Diperbaiki https://t.co/7Yzia0fsvX,warga lurah ternate keluh jalan rusak tak kunjung baik url
Wed Aug 20 07:16:08 +0000 2025,Jalan sepanjang 2 4 kilometer di wilayah Desa Sekumpul Kecamatan Sawan Buleleng kini sudah mulus. Akses wisata yang sebelumnya rusak berat beberapa tahun terakhir kini sudah mulus usai di hotmix pemerintah. https://t.co/ToFqH4eRnW,jalan kilometer wilayah desa kumpul camat sawan buleleng mulus akses wisata rusak berat mulus hotmix perintah url
Wed Aug 20 07:14:37 +0000 2025,@ARSIPAJA Ini yang buat sektor lain jadi pada ngirit. Imbasnya? Jalan pada makin rusak pembangunan juga gak jadi terealisasikan,user sektor ngirit imbas jalan rusak bangun realisasi
Wed Aug 20 06:51:15 +0000 2025,@PrimaHandi3 @IndosFC iya kan maksud saya itu udah mah taktik nya belom jalan eh rumput juga rusak. dahlah wassalam,user user maksud taktik bom jalan rumput rusak dah wassalam
Wed Aug 20 05:35:30 +0000 2025,@txtdrjkt harusnya semua guru juga dapet tunjangan begini apalagi yang kalau ke sekolahnya harus nyebrang sungai lewat jalan rusak dll yang lebih membutuhkan,user guru dapet tunjang sekolah nyebrang sungai jalan rusak butuh
Wed Aug 20 05:11:24 +0000 2025,@pemkab_brebes @dpu_kabbrebes ini yang jadi polemik min harusnya bisa dialihkan atau kolaborasi sama dana desa agar masalah cepat selesai. selain jalan tersebut jalan desa karanglo rusak parah bisa ditinjau saja di desa karanglo bagaimana pembangunan fisik dan transparansi dana desa.,user user polemik min alih kolaborasi dana desa cepat selesai jalan jalan desa karanglo rusak parah tinjau desa karanglo bangun fisik transparansi dana desa
Wed Aug 20 05:04:04 +0000 2025,@qinkqonk @selenium1996 @ssunatlaser @innovacommunity Desain ban Innova Zenix terlihat kecil karena varian rendah pakai velg 16 inci dengan profil tebal (205/65 R16) untuk kenyamanan di jalan rusak redam guncangan lebih baik. Tapi ini bikin gap besar di fender kurang seimbang estetika. Varian atas pakai 17-18 inci. Banyak owner,user user user user desain ban innova zenix varian rendah pakai velg inci profil tebal nyaman jalan rusak redam guncang gap besar fender imbang estetika varian pakai inci owner
Wed Aug 20 04:38:17 +0000 2025,Viral di media sosial warga menyendir halus pemerintah dengan menggunakan cosplay petugas yang sedang perbaikan jalan rusak... https://t.co/5ASUBlBLJz,viral media sosial warga menyendir halus perintah cosplay tugas baik jalan rusak url
Wed Aug 20 04:31:41 +0000 2025,3. Kabupaten Kulon Progo 5 lokasi terdampak di 4 Kapanewon meliputi: Wates Pengasih Sentolo dan Lendah. Dampak: 3 pohon tumbang 3 Rumah rusak 1 Jembatan roboh. 4. Kabupaten Gunungkidul 1 lokasi terdampak di Kapanewon Semanu Dampak: 1 pohon tumbang 1 titik akses jalan,kabupaten kulon progo lokasi dampak kapanewon liput wates asih sentolo lendah dampak pohon tumbang rumah rusak jembatan roboh kabupaten gunungkidul lokasi dampak kapanewon semanu dampak pohon tumbang titik akses jalan
Wed Aug 20 04:31:40 +0000 2025,2. Kabupaten Sleman 4 lokasi terdampak di 4 Kapanewon meliputi: Moyudan Kalasan Turi dan Depok. Dampak: 3 pohon tumbang 6 Rumah rusak 1 Akses jalan 1 Baliho roboh 2 Jaringan Listrik.,kabupaten sleman lokasi dampak kapanewon liput moyudan kalas turi depok dampak pohon tumbang rumah rusak akses jalan baliho roboh jaring listrik
Wed Aug 20 04:16:00 +0000 2025,Polisi memeriksa ES (37) pengemudi Lamborghini yang alami kecelakaan saat konvoi supercar di Tol Kunciran Tangerang. ES diminta menanggung biaya perbaikan jalan yang rusak. https://t.co/L6Gj92zRtR,polisi periksa kemudi lamborghini alami celaka konvoi supercar tol kuncir tangerang tanggung biaya baik jalan rusak url
Wed Aug 20 04:00:54 +0000 2025,Warga Metro Lampung Keluhkan Banyak Jalan Rusak Dinas PUTR: Perbaikan Dimulai Akhir Agustus 2025 https://t.co/yJh8JTDCYC,warga metro lampung keluh jalan rusak dinas putr baik agustus url
Wed Aug 20 03:54:00 +0000 2025,[𝐋𝐈𝐓𝐄𝐑𝐀𝐊𝐒𝐈] Korupsi: Bukan Sekadar Kejahatan Tapi Budaya yang Menggerogoti Bangsa! Di balik kemiskinan jalan rusak dan pendidikan yang tak merata ada benang merah yang mengikat: korupsi. Dari praktik suap kecil hingga kasus jumbo triliunan rupiah https://t.co/OgnADdEDKR,korupsi jahat budaya gerogot bangsa miskin jalan rusak didik tak rata benang merah ikat korupsi praktik suap hingga jumbo triliun rupiah url
Wed Aug 20 03:31:51 +0000 2025,@liputan6dotcom Buat apa? Tuh kereta bisa jalan sendiri? Kalau rusak bisa benerin sendiri? Tuh negara maju dah bikin pesawat ulang alik sama kendaraan otonom.,user tuh kereta jalan rusak benerin tuh negara maju dah pesawat ulang alik kendara otonom
Wed Aug 20 03:21:26 +0000 2025,@txtdrjkt 100 jt cuma buat gaji dewan? kenapa ga dipangkas aja efisiensi 50% nya bisa untuk biaya lain2 men itu bisa lah buat memperbaiki jalan rusak di daerah2,user gaji dewan pangkas efisiensi biaya men baik jalan rusak daerah
Wed Aug 20 03:20:33 +0000 2025,@gkpw94 Yes walaupun sebenarnya Sintang juga land of jalan rusak tapi setidaknya jalan nasionalnya mulus. Meanwhile di Ketapang bahkan jalan nasionalnya pun masih ada jalan tanah.,user yes sintang land jalan rusak tidak jalan nasional mulus meanwhile ketapang jalan nasional jalan tanah
Wed Aug 20 03:16:38 +0000 2025,@tanyarlfes Kak rumahku juga gini tp awalnya rusak udah 3x diperbaiki tp ttp rusak lagi akhirnya pas dipanggil lg pihak plnnya gamau dtg lg tp listriknya ttp jalan sampe skrg uda beberapa tahun juga itu gimana ya baiknya? Kalo aku lapor duluan sebelum pengecekan apa kena denda juga?,user kak rumah gin rusak baik rusak panggil plnnya gamau dtg listrik jalan sampe uda gimana baik kalo lapor duluan kece kena denda
Wed Aug 20 03:13:44 +0000 2025,@hirohmannirohim @tanyarlfes Kak rumahku juga gini tp awalnya rusak udah 3x diperbaiki tp ttp rusak lagi akhirnya pas dipanggil lg pihak plnnya gamau dtg lg tp listriknya ttp jalan sampe skrg uda beberapa tahun juga itu gimana ya baiknya? Kalo aku lapor duluan sebelum pengecekan apa kena denda juga?,user user kak rumah gin rusak baik rusak panggil plnnya gamau dtg listrik jalan sampe uda gimana baik kalo lapor duluan kece kena denda
Wed Aug 20 03:12:32 +0000 2025,@ARSIPAJA memang .. Rakyat mah harus taat pajak jangan jadi benalu bagi negara. Jalan rusak jangan tanya negara. Ga ada lapangan pekerjaan jangan mengharapkan negara. Gaji guru ga cukup jangan jadi beban negara. Negara sedang sibuk mengasihani anak2 koruptor serta keluarga DPR.,user rakyat taat pajak benalu negara jalan rusak negara lapang kerja harap negara gaji guru beban negara negara sibuk kasihan anak koruptor keluarga dpr
Wed Aug 20 02:30:26 +0000 2025,jalan 2 taun besok dah 2 taun lagi ganti (klo ngga rusak),jalan taun besok dah taun ganti ngga rusak
Wed Aug 20 02:17:43 +0000 2025,Hidup di Jateng makin mudah! Mulai dari jalan rusak cari kerja sampai antre RS semua bisa kamu urus lewat satu aplikasi: JNN (Jateng Ngopeni Ngakoni)! Lapor pengaduan Cek lowongan kerja Daftar rumah sakit Cek pajak kendaraan Fitur Zilenial untuk ide-ide kreatifmu! https://t.co/J9oUOLQNyW,hidup jateng mudah jalan rusak cari kerja antre urus aplikasi jnn jateng ngopeni ngakoni lapor adu cek lowong kerja daftar rumah sakit cek pajak kendara fitur zilenial ide ide kreatif url
Wed Aug 20 02:10:48 +0000 2025,Apabila Wargi melihat jalan yang rusak atau berlubang jangan ragu untuk melakukan pengaduan melalui LAPOR! yang dapat diakses melalui website : https://t.co/zXZoxD4q96 SMS : ke 1708 atau aplikasi android/ios SP4NLapor.,wargi jalan rusak lubang ragu adu lapor akses website url sms aplikasi android ios nlapor
Wed Aug 20 01:09:02 +0000 2025,definisi gak gila aja sudah beruntung kerja dan tinggal di indonesia. Perusahaan untung dikuras habis habisan dikira kita gak ada keinginan investasi apa. alasannya pembangunan tapi jalan rusak dimana-mana. Pendapatan rakyat dikurangi tapi pajak naik dari segala sisi.,definisi gila untung kerja tinggal indonesia usaha untung kuras habis habis investasi alas bangun jalan rusak dapat rakyat rang pajak sisi
Wed Aug 20 01:06:58 +0000 2025,Pemkab Pacitan ajukan BK Rp154 miliar ke Pemprov Jatim untuk perbaikan 15 ruas jalan. 39 persen jalan kabupaten rusak. https://t.co/a2O9KcBWU3,pemkab pacitan aju miliar pemprov jatim baik ruas jalan persen jalan kabupaten rusak url
Tue Aug 19 23:20:54 +0000 2025,Gak jauh beda dengan jalan raya yang ada di kota-kota Indonistan yang juga banyak lubang nya. Aku rasa Rusia dan Indonistan gak jauh beda di dalam hal Korupsi dan jalan rusak. @bnsphrxyzzz,beda jalan raya kota kota indonistan lubang rusia indonistan beda hal korupsi jalan rusak user
Tue Aug 19 16:34:26 +0000 2025,Pesan Gubernur Dedi Mulyadi di Hari Jadi Jawa Barat: Tak Boleh Ada Jalan-Sekolah Rusak! https://t.co/oQSErStCTK,pesan gubernur dedi mulyadi jawa barat tak jalan sekolah rusak url
Tue Aug 19 15:56:51 +0000 2025,Harusnya mrk cuma dpt gaji pokok sama thr udh cukup tunjangannya yg lain keterlaluan anjir di daerah pelosok buat sklh aja mrk msh sulit di tambah jalan rusak nggak ada jembatan bisa nya tunjangan sebanyak itu sama sekali nggak ada kerjanya ,gaji pokok thr udh tunjang waw daerah pelosok sklh msh sulit jalan rusak jembatan tunjang kerja
Tue Aug 19 15:49:36 +0000 2025,Perbaikan Infrastruktur Jalan Rusak di Kota Banjar Harus Jadi Prioritas https://t.co/R4ELq91Ruv,baik infrastruktur jalan rusak kota banjar prioritas url
Tue Aug 19 15:46:09 +0000 2025,@kompascom Justru harusnya dipangkas &amp; dialokasikan ke gaji guru pangan rakyat jalan rusak pendidikan kesehatan rumah rakyat dll bkn tambah utk menggemukkan tikus berdasi,user pangkas alokasi gaji guru pangan rakyat jalan rusak didik sehat rumah rakyat utk gemuk tikus das
Tue Aug 19 15:22:10 +0000 2025,Waktu seriesnya masih pada pilot kesel ga tayang2. Eh pas udah pada tayang grudukan malah ketinggalan nontonnn... Efek wifi rusak jadi gaberani streaming. Tapi scroll tiktok jalan terus. Sama we boros kuotaa,seriesnya pilot kesel tayang tayang grudukan tinggal nonton efek wifi rusak gaberani streaming scroll tiktok jalan boros kuotaa
Tue Aug 19 15:13:06 +0000 2025,Pati masih better gitu disorotnya habis habisan. Liat Grobogan 25 tahun gue hidup gak ada kemajuan apa apa. Baru agak mendingan setelah manufaktur pungkook Indonesia one masuk. Grobogan jalan rusak aja nunggu 10 tahun baru dibenerin rakyatnya nrimo tenanan cuk,pati lebih baik sorot habis habis lihat grobogan hidup maju mending manufaktur pungkook indonesia one masuk grobogan jalan rusak nunggu dibenerin rakyat nrimo tenanan
Tue Aug 19 14:42:18 +0000 2025,@matcha_chuchu Semoga cepet sembuh dan bisa jalan ya buat mamanya..kk ngurus orang stroke akibat otaknya rusak umurnya masih muda pikirannya berubah kayak anak kecil jadi susah dibilangin gampang emosi mana udh 4bulan blm bisa jalan..yg penting semangat aja buat kamu harus extra sabar,user moga cepet sembuh jalan mama kakak ngurus orang stroke akibat otak rusak umur muda pikir ubah kayak anak susah dibilangin gampang emosi udh blm jalan semangat extra sabar
Tue Aug 19 14:28:11 +0000 2025,Tunjangan rumah 50 juta itu kalo dikumpulin per kepala anggota itu bisa dipake buat perbaikan jalan didaerah pelosok perbaikan bangunan sekolah yang rusak buat gaji guru &amp; dosen buat subsidi pendidikan &amp; kesehatan TAYI BANGET NAJIS DASAR MANUSIA RAKUS NAUZUBILLAH,tunjang rumah juta kalo dikumpulin kepala anggota dipake baik jalan daerah pelosok baik bangun sekolah rusak gaji guru dosen subsidi didik sehat tayi najis dasar manusia rakus nauzubillah
Tue Aug 19 14:11:57 +0000 2025,Momentum HUT ke-80 RI Warga Cibitung Kabupaten Pandeglang Keluhkan Banyak Jalan Rusak https://t.co/uXWqvxLP7b,momentum hut republik indonesia warga cibitung kabupaten pandeglang keluh jalan rusak url
Tue Aug 19 12:45:46 +0000 2025,@abdktard @stickymilki @tanyarlfes Iya ka lagian kalo niat nyimpan duit buat sesuatu pasti ditengah jalan ada aja bencana yg tiba tiba barang rusak dipinjam dll,user user user kalo niat nyimpan duit tengah jalan bencana barang rusak pinjam
Tue Aug 19 12:34:55 +0000 2025,Kalo bikin event dangdutan nyanyi sana sini ada wujudnya. Blom lagi yg wakilnya sering bgt lewat tiktok gue ngelive. Pas abis dilantik aja menter konvoi dadah dadah sepanjang jalan. Non jalanan ga ada yg bagus even di bagian kota. Sepatu baru w aja langsung rusak dipake jogging,kalo event dangdut nyanyi wujud blom wakil tiktok ngelive abis lantik ter konvoi dadah dadah jalan non jalan bagus even kota sepatu langsung rusak dipake jogging
Tue Aug 19 12:20:30 +0000 2025,Bencana tanah longsor terjadi di wilayah Desa Kradinan Kecamatan Pagerwojo Tulungagung pada Selasa (19/8/2025) sore. Tanah longsor mengakibatkan sebagian bangunan SDN 2 Kradinan rusak. Material longsor juga menutup jalan utama sehingga akses terputus total. Vid Seweng Hadi https://t.co/zoQstlPW35,bencana tanah longsor wilayah desa kradinan camat pagerwojo tulungagung sore tanah longsor akibat bangun sdn kradinan rusak material longsor tutup jalan utama akses putus total vid seweng had url
Tue Aug 19 12:13:44 +0000 2025,Halo @pemkab_brebes tlg ini di follow up jalan rusak terakhir ada pengaspalan tahun 2015 dn setiap tahun tdk ada pembangunan fisik signifikan di Desa Karanglo Kecamatan Jatibarang. Di perparah jalan rusak hny dtimbun tanah lempung. tlg di tindak segera. audit sekalian lurahnya. https://t.co/vSP7FEIs5g,halo user tlg follow jalan rusak aspal bangun fisik signifikan desa karanglo camat jatibarang parah jalan rusak hny dtimbun tanah lempung tlg tindak audit lurah url
Tue Aug 19 12:10:47 +0000 2025,Gw kaya dah nyaman naik bus dah diantar jemput di halte males naik motor panas tapi baru td bapak gw mengeluh soalnya capek ya brok anjem saya ya bukan salah saya motornya lagi rusak kok tp abis ini dibeneein dia yahh takut nyasar di jalan oneway help,kaya dah nyaman bus dah antar jemput halte malas motor panas bapak keluh capek brok anjem salah motor rusak abis dibeneein yahh takut nyasar jalan oneway help
Tue Aug 19 12:07:53 +0000 2025,@medaisy_ @stickymilki @tanyarlfes Iya ka lagian kalo niat nyimpan duit buat sesuatu pasti ditengah jalan ada aja bencana yg tiba tiba barang rusak dipinjam dll,user user user kalo niat nyimpan duit tengah jalan bencana barang rusak pinjam
Tue Aug 19 10:40:04 +0000 2025,Sebanyak 147 Ruas Jalan Rusak Di Seluruh Kabupaten BOGOR Siap Dibongkar Dan Diperbaiki Oleh Dinas PUPR https://t.co/etZltzcE5x,ruas jalan rusak kabupaten bogor bongkar baik dinas pupr url
Tue Aug 19 09:56:23 +0000 2025,ibu ini jalan pikiran dan hati nuraninya bener2 udh rusak. padahal tinggal sah in aja uu perampasan aset dpt deh tuh negara ratusan T,jalan pikir hati nurani udh rusak tinggal sah ampas aset deh tuh negara ratus
Tue Aug 19 09:50:23 +0000 2025,Ini pemerintahnya udah meninggal apa gimna sih anjir jalan rusak kek gini ga diperhatiin. https://t.co/cRkTua5Ugp,perintah tinggal gimna waw jalan rusak kek gin diperhatiin url
Tue Aug 19 09:30:07 +0000 2025,@RUSSELfolk kren bisa edit jalan rusak?,user kren edit jalan rusak
Tue Aug 19 08:54:11 +0000 2025,Proses itu kadang ga semulus jalan tol butuh sabar sambil pelan pelan lewat jalan yang rusak,proses mulus jalan tol butuh sabar pelan pelan jalan rusak
Tue Aug 19 08:41:36 +0000 2025,garong semua kades di banten https://t.co/GMsJ8IddeO,garong kades banten url
Tue Aug 19 08:29:36 +0000 2025,@yusufgunawan @dpuprpkp_MalKot @PemkotMalang Jalan kampung yg rusak berat ga di aspal. Malah jalan simpangan yg mulus di aspal. Pola pikirnya agak error.,user user user jalan kampung rusak berat aspal jalan simpang mulus aspal pola pikir error
Tue Aug 19 08:20:45 +0000 2025,Bapak @DediMulyadi71 Ibu @susipudjiastuti https://t.co/MjfLp0z9Bu,bapak user user url
Tue Aug 19 07:46:15 +0000 2025,JPO dan Halte Trans Metro Pekanbaru di Jalan Sudirman Rusak Parah Warga Resah https://t.co/GmAyayCCxW,jpo halte trans metro pekanbaru jalan sudirman rusak parah warga resah url
Tue Aug 19 07:35:43 +0000 2025,tadi sampe kantor telat 40 menit dari biasanya. jalurnya: rumah -&gt; daycare -&gt; stasiun KRL -&gt; halte TJ -&gt; jalan kaki ke kantor. E2E 2 jam 30 menit. macet semua kecuali part jalan kaki. payung rusak. akhirnya gue buang krn ga bisa dilipet. bawa jaket + hoodie jadi baju ga basah,sampe kantor telat menit jalur rumah daycare stasiun krl halte jalan kaki kantor jam menit macet part jalan kaki payung rusak buang dilipet bawa jaket hoodie baju basah
Tue Aug 19 06:57:18 +0000 2025,Ciri2 tierod rusak biasanya : 1. Setir yg terasa berat atau gk responsif. 2. getaran pada setir 3. ban aus gk rata. 4. bunyi kletek saat berbelok. 5. Saat lewat jalan jelek setir terasa buang kanan-kiri.,tierod rusak setir berat responsif getar setir ban aus bunyi kletek belok jalan jelek setir buang kanan kiri
Tue Aug 19 06:23:31 +0000 2025,@Boediantar4 Warisan Mulyono infrastruktur jalan dan jembatan di pedalaman rusak parah.,user waris mulyono infrastruktur jalan jembatan dalam rusak parah
Tue Aug 19 06:13:10 +0000 2025,@MokoroboChannel @saiful_mujani Bahlil Pigai cs jalan yg benar dr mana? Rusak bener pola pikir lw,user user bahlil pigai jalan rusak pola pikir
Tue Aug 19 05:02:51 +0000 2025,@Malangraya_info Wes suwe iku min talange akeh seng bocor wisan. Dibeberapa blok ditadah i banyu udane karo pedagang cek gak sak paran2 banyune 𝙋𝙖𝙨𝙖𝙧 𝘼𝙣𝙮𝙖𝙧 wes Rusak Kamar Mandine Pavinge jalan sekitaran yo akeh seng rusak Apakah ada aroma sesuatu?,user wes suwe iku min talange akeh seng bocor wisan beberapa blok tadah banyu udane karo dagang cek sak paran banyune wes rusak kamar mandine pavinge jalan sekitar akeh seng rusak aroma
Tue Aug 19 04:56:00 +0000 2025,@pastidapatkerja Kota besar Kota kecil sengsara bgt klo transum... mw pergi ke mana2 susah jalan rusak jauh. Kita tuh cuma bagus transport umum di jkt (dan big city lain..,user kota besar kota sengsara transum pergi susah jalan rusak tuh bagus transport jkt big city
Tue Aug 19 04:50:43 +0000 2025,unya keluhan atau saran seputar pelayanan publik seperti: Jalan rusak Lampu PJU padam Pungli Dokumen kependudukan atau masalah lainnya? Laporkan melalui Kanal Pengaduan Resmi Pemerintah Kota Tangerang di nomor WhatsApp 0811-1500-152 https://t.co/mTrFOwVD88,unya keluh saran layan publik jalan rusak lampu pju padam pungli dokumen duduk lapor kanal adu resmi perintah kota tangerang nomor whatsapp url
Tue Aug 19 04:02:38 +0000 2025,@Blandong_99 Rakyat dipajakin yang besar karena ada hak pejabat dan elit untuk hidup mewah rakyat sekolah lewatin jembatan jalan rusak. Layanan kesehatan yang tidak terjangkau. Kemerdekaan hanya milik pejabat dan elit. Sebagian besar rakyat banyak tidak merdeka dan menanggung hutang besar,user rakyat dipajakin besar hak jabat elit hidup mewah rakyat sekolah lewatin jembatan jalan rusak layan sehat jangkau merdeka milik jabat elit besar rakyat tanggung hutang besar
